"gene","proteinSearched","EntrezSummary","geneCount","ChronsMean","HealthyMean","UlcerativeColitisMean","ChronHealthy_foldChange","UlcCol_Healthy_foldChange","sample","sampleValue","group"
"KIT","integumentary","This gene encodes a receptor tyrosine kinase. This gene was initially identified as a homolog of the feline sarcoma viral oncogene v-kit and is often referred to as proto-oncogene c-Kit. The canonical form of this glycosylated transmembrane protein has an N-terminal extracellular region with five immunoglobulin-like domains, a transmembrane region, and an intracellular tyrosine kinase domain at the C-terminus. Upon activation by its cytokine ligand, stem cell factor (SCF), this protein phosphorylates multiple intracellular proteins that play a role in in the proliferation, differentiation, migration and apoptosis of many cell types and thereby plays an important role in hematopoiesis, stem cell maintenance, gametogenesis, melanogenesis, and in mast cell development, migration and function. This protein can be a membrane-bound or soluble protein. Mutations in this gene are associated with gastrointestinal stromal tumors, mast cell disease, acute myelogenous leukemia, and piebaldism. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, May 2020]",1,483.8,470.6,495,1.02804929876753,1.05184870378241,"Ulcerative Colitis rep 4",322,"ulc. Col."
"LCAT","fish-oil","This gene encodes the extracellular cholesterol esterifying enzyme, lecithin-cholesterol acyltransferase. The esterification of cholesterol is required for cholesterol transport. Mutations in this gene have been found to cause fish-eye disease as well as LCAT deficiency. [provided by RefSeq, Jul 2008]",1,337.6,298,357.2,1.13288590604027,1.19865771812081,"Ulcerative Colitis rep 4",215,"ulc. Col."
"LYVE1","lymphatic","This gene encodes a type I integral membrane glycoprotein. The encoded protein acts as a receptor and binds to both soluble and immobilized hyaluronan. This protein may function in lymphatic hyaluronan transport and have a role in tumor metastasis. [provided by RefSeq, Jul 2008]",1,0.4,0,0,0.4,1,"Ulcerative Colitis rep 4",0,"ulc. Col."
"MAGT1","magnesium","This gene encodes a ubiquitously expressed magnesium cation transporter protein that localizes to the cell membrane. This protein also associates with N-oligosaccharyl transferase and therefore may have a role in N-glycosylation. Mutations in this gene cause a form of X-linked intellectual disability (XLID). This gene may have multiple in-frame translation initiation sites, one of which would encode a shorter protein with an N-terminus containing a signal peptide at amino acids 1-29. [provided by RefSeq, Jul 2017]",1,6103.2,3853.4,6317,1.58384803031089,1.63933149945503,"Ulcerative Colitis rep 4",3870,"ulc. Col."
"MED13L","circulatory","The protein encoded by this gene is a subunit of the Mediator complex, a large complex of proteins that functions as a transcriptional coactivator for most RNA polymerase II-transcribed genes. The encoded protein is involved in early development of the heart and brain. Defects in this gene are a cause of transposition of the great arteries, dextro-looped (DTGA).[provided by RefSeq, Jul 2010]",1,10631.6,7002.6,9671.6,1.51823608374033,1.38114414645989,"Ulcerative Colitis rep 4",5980,"ulc. Col."
"MEN1","endocrine","This gene encodes menin, a tumor suppressor associated with a syndrome known as multiple endocrine neoplasia type 1. Menin is a scaffold protein that functions in histone modification and epigenetic gene regulation. It is thought to regulate several pathways and processes by altering chromatin structure through the modification of histones. [provided by RefSeq, May 2019]",1,6593,4960,6119,1.32923387096774,1.23366935483871,"Ulcerative Colitis rep 4",3685,"ulc. Col."
"MMAA","vitamin-b12","The protein encoded by this gene is involved in the translocation of cobalamin into the mitochondrion, where it is used in the final steps of adenosylcobalamin synthesis. Adenosylcobalamin is a coenzyme required for the activity of methylmalonyl-CoA mutase. Defects in this gene are a cause of methylmalonic aciduria. [provided by RefSeq, Jul 2008]",1,1218,768.2,1192.4,1.58552460296798,1.55219994793023,"Ulcerative Colitis rep 4",758,"ulc. Col."
"MMAB","vitamin-b12","This gene encodes a protein that catalyzes the final step in the conversion of vitamin B(12) into adenosylcobalamin (AdoCbl), a vitamin B12-containing coenzyme for methylmalonyl-CoA mutase. Mutations in the gene are the cause of vitamin B12-dependent methylmalonic aciduria linked to the cblB complementation group. Alternatively spliced transcript variants have been found. [provided by RefSeq, Apr 2011]",1,2268.2,1870.8,2355.2,1.2124224930511,1.25892666239042,"Ulcerative Colitis rep 4",1457,"ulc. Col."
"MPZ","nervous","This gene is specifically expressed in Schwann cells of the peripheral nervous system and encodes a type I transmembrane glycoprotein that is a major structural protein of the peripheral myelin sheath. The encoded protein contains a large hydrophobic extracellular domain and a smaller basic intracellular domain, which are essential for the formation and stabilization of the multilamellar structure of the compact myelin. Mutations in this gene are associated with autosomal dominant form of Charcot-Marie-Tooth disease type 1 (CMT1B) and other polyneuropathies, such as Dejerine-Sottas syndrome (DSS) and congenital hypomyelinating neuropathy (CHN). A recent study showed that two isoforms are produced from the same mRNA by use of alternative in-frame translation termination codons via a stop codon readthrough mechanism. [provided by RefSeq, Oct 2015]",1,216.6,154.2,227,1.40466926070039,1.47211413748379,"Ulcerative Colitis rep 4",157,"ulc. Col."
"MTNR1A","melatonin","This gene encodes one of two high affinity forms of a receptor for melatonin, the primary hormone secreted by the pineal gland. This receptor is a G-protein coupled, 7-transmembrane receptor that is responsible for melatonin effects on mammalian circadian rhythm and reproductive alterations affected by day length. The receptor is an integral membrane protein that is readily detectable and localized to two specific regions of the brain. The hypothalamic suprachiasmatic nucleus appears to be involved in circadian rhythm while the hypophysial pars tuberalis may be responsible for the reproductive effects of melatonin. [provided by RefSeq, Jul 2008]",1,0,0,0.4,1,0.4,"Ulcerative Colitis rep 4",0,"ulc. Col."
"MTNR1B","melatonin","This gene encodes one of two high affinity forms of a receptor for melatonin, the primary hormone secreted by the pineal gland. This gene product is an integral membrane protein that is a G-protein coupled, 7-transmembrane receptor. It is found primarily in the retina and brain although this detection requires RT-PCR. It is thought to participate in light-dependent functions in the retina and may be involved in the neurobiological effects of melatonin. [provided by RefSeq, Jul 2008]",1,0.2,0,0,0.2,1,"Ulcerative Colitis rep 4",0,"ulc. Col."
"MTR","vitamin-b12","This gene encodes the 5-methyltetrahydrofolate-homocysteine methyltransferase. This enzyme, also known as cobalamin-dependent methionine synthase, catalyzes the final step in methionine biosynthesis. Mutations in MTR have been identified as the underlying cause of methylcobalamin deficiency complementation group G. Alternatively spliced transcript variants encoding distinct isoforms have been found for this gene. [provided by RefSeq, May 2014]",1,5357.4,4899.8,5209,1.09339156700273,1.06310461651496,"Ulcerative Colitis rep 4",3421,"ulc. Col."
"NOS1","omega-3s","The protein encoded by this gene belongs to the family of nitric oxide synthases, which synthesize nitric oxide from L-arginine. Nitric oxide is a reactive free radical, which acts as a biologic mediator in several processes, including neurotransmission, and antimicrobial and antitumoral activities. In the brain and peripheral nervous system, nitric oxide displays many properties of a neurotransmitter, and has been implicated in neurotoxicity associated with stroke and neurodegenerative diseases, neural regulation of smooth muscle, including peristalsis, and penile erection. This protein is ubiquitously expressed, with high level of expression in skeletal muscle. Multiple transcript variants that differ in the 5' UTR have been described for this gene but the full-length nature of these transcripts is not known. Additionally, alternatively spliced transcript variants encoding different isoforms (some testis-specific) have been found for this gene.[provided by RefSeq, Feb 2011]",1,7.2,13.4,5,0.537313432835821,0.373134328358209,"Ulcerative Colitis rep 4",2,"ulc. Col."
"NOS2","omega-3s","Nitric oxide is a reactive free radical which acts as a biologic mediator in several processes, including neurotransmission and antimicrobial and antitumoral activities. This gene encodes a nitric oxide synthase which is expressed in liver and is inducible by a combination of lipopolysaccharide and certain cytokines. Three related pseudogenes are located within the Smith-Magenis syndrome region on chromosome 17. [provided by RefSeq, Jul 2008]",1,14.4,19.2,19.8,0.75,1.03125,"Ulcerative Colitis rep 4",11,"ulc. Col."
"OCA2","melanin","This gene encodes the human homolog of the mouse p (pink-eyed dilution) gene. The encoded protein is believed to be an integral membrane protein involved in small molecule transport, specifically tyrosine, which is a precursor to melanin synthesis. It is involved in mammalian pigmentation, where it may control skin color variation and act as a determinant of brown or blue eye color. Mutations in this gene result in type 2 oculocutaneous albinism. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2014]",1,0,3,0,-2,-2,"Ulcerative Colitis rep 4",0,"ulc. Col."
